,AccidentArea,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,Make,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PoliceReportFiled,WitnessPresent,VehiclePrice,AgentType,AddressChange_Claim,PastNumberOfClaims,NumberOfSuppliments,NumberOfCars,Year,BasePolicy,Month,AgeOfVehicle,AgeOfPolicyHolder,Age,FraudFound_P,RepNumber,Deductible
6907,1,1,2,0,0,1,17,1,3,2,0,0,5,0,3,3,2,0,1,2,6,5,4,34,0,6,400
6908,1,1,2,1,0,0,13,1,1,2,0,0,0,0,3,1,3,0,1,1,8,3,3,21,0,11,400
6909,0,1,1,1,0,0,5,3,3,2,0,0,2,0,2,0,1,1,1,0,8,5,5,37,0,5,400
6910,1,1,1,0,2,2,0,3,3,2,0,0,5,0,3,3,3,0,1,0,10,5,4,30,1,1,400
6911,1,0,1,1,0,0,17,3,3,2,0,0,4,0,3,3,3,0,1,1,10,4,5,37,0,8,400
6912,1,0,2,0,0,1,13,1,3,2,0,0,1,0,3,2,3,0,1,2,10,2,4,29,0,1,400
6913,0,1,2,1,0,0,17,1,3,2,0,0,0,0,3,1,3,0,1,1,9,3,3,25,0,6,400
6914,1,1,1,0,0,1,18,3,3,2,0,0,1,0,3,2,3,0,1,2,9,5,5,44,0,4,400
6915,1,1,2,0,0,0,6,2,3,2,0,0,0,0,3,1,2,0,1,0,10,5,4,32,0,7,400
6916,1,1,1,1,0,0,13,0,3,2,0,0,1,0,0,3,3,0,1,0,8,6,8,73,0,11,400
6917,1,1,1,0,0,0,2,3,3,2,0,0,5,0,3,3,3,0,1,0,8,5,4,29,0,16,400
6918,1,1,2,0,0,0,2,1,3,2,0,0,0,0,3,0,3,0,1,1,7,5,7,60,0,11,400
6919,1,1,1,0,0,0,9,0,3,2,0,0,0,0,3,1,3,0,1,1,4,4,4,26,0,8,400
6920,0,1,1,0,0,0,13,3,3,2,0,0,0,0,3,2,3,0,1,1,4,6,5,42,0,14,400
6921,0,1,1,0,0,0,13,0,3,2,0,0,0,0,3,3,3,0,1,0,10,6,8,78,1,4,400
6922,0,1,2,0,0,1,5,0,3,2,0,0,3,0,3,0,2,0,1,2,4,6,6,47,0,8,400
6923,1,1,1,1,0,1,17,0,3,2,0,0,0,0,3,3,3,0,1,2,4,5,4,30,0,15,400
6924,0,1,1,0,0,0,2,0,3,2,0,0,0,0,3,3,1,0,1,1,4,5,5,36,0,1,400
6925,1,1,1,1,0,0,17,1,3,2,0,0,0,0,3,0,3,0,1,0,4,6,5,38,0,16,400
6926,1,1,2,1,0,0,6,1,3,2,0,0,0,0,3,2,1,0,1,1,2,2,3,22,0,9,400
6927,1,1,1,0,0,1,9,1,3,2,0,0,1,0,3,2,0,0,1,2,2,6,6,51,0,2,400
6928,1,1,1,0,0,0,13,2,3,2,0,0,0,0,3,3,2,0,1,1,2,6,6,53,0,14,400
6929,1,1,1,1,0,0,6,1,3,2,0,0,0,0,3,0,0,2,1,0,10,6,6,54,0,10,400
6930,1,0,1,0,0,0,9,3,3,2,0,0,1,0,2,0,3,1,1,1,9,5,7,61,0,15,400
6931,1,1,1,0,0,1,0,3,3,2,0,0,1,0,3,2,0,0,1,2,11,6,6,54,0,4,400
6932,1,1,1,0,0,0,13,1,3,2,0,0,0,0,3,1,2,0,1,1,6,6,5,45,0,14,400
6933,1,1,1,0,0,0,17,0,3,2,0,0,1,0,3,2,1,0,1,1,6,4,4,26,0,9,400
6934,1,0,1,1,0,0,13,2,3,2,0,0,0,0,3,1,1,0,1,1,6,5,6,53,0,14,400
6935,0,1,1,0,0,0,18,3,3,2,0,0,1,0,3,0,2,0,1,1,10,4,4,35,0,15,400
6936,1,1,2,0,0,0,2,0,3,2,0,0,0,0,1,3,3,0,1,0,9,6,6,46,0,8,500
6937,0,1,2,0,0,0,6,1,3,2,0,0,5,0,3,1,3,0,1,0,9,7,0,0,0,13,400
6938,1,1,2,1,0,0,6,0,3,2,0,0,5,0,3,3,3,0,1,0,3,7,0,0,0,5,400
6939,1,1,1,0,0,0,9,1,3,2,0,0,4,0,3,0,3,0,1,1,3,5,5,41,0,10,400
6940,1,1,2,0,0,0,9,0,3,2,0,0,0,0,3,3,0,0,1,0,3,3,3,24,0,6,400
6941,1,1,1,0,0,0,6,0,3,2,0,0,0,0,3,1,0,0,1,1,4,6,7,61,0,1,400
6942,1,1,1,0,0,1,9,1,3,2,0,0,1,0,3,0,0,0,1,2,9,4,6,51,0,3,400
6943,1,1,1,0,0,0,6,1,2,0,0,0,4,0,3,3,3,0,1,1,10,3,3,23,0,1,400
6944,1,1,1,1,0,0,9,0,3,2,0,0,5,0,3,1,3,0,1,1,10,4,5,40,0,9,400
6945,1,0,3,0,0,0,17,3,3,2,0,0,0,0,3,0,0,0,1,1,6,1,5,42,0,7,400
6946,1,1,1,1,0,0,9,1,3,2,0,0,1,0,3,0,0,0,1,0,6,6,5,40,0,5,400
6947,0,1,1,1,0,0,5,2,3,2,0,0,2,0,3,3,3,0,1,1,6,6,6,53,0,6,400
6948,0,1,1,0,0,0,5,0,3,2,0,0,5,0,3,0,3,0,1,1,6,5,5,45,0,15,400
6949,1,1,1,0,2,2,13,0,3,2,0,0,2,0,3,1,3,0,1,0,0,5,6,46,0,4,400
6950,1,1,1,0,0,0,17,0,3,2,0,0,4,0,3,3,1,0,1,0,0,6,8,67,0,9,400
6951,1,1,1,1,2,2,13,0,3,2,0,0,5,0,2,1,3,1,1,0,0,6,6,54,0,3,400
6952,0,1,1,0,0,0,17,3,3,2,0,0,5,0,3,0,2,0,1,0,7,6,5,43,0,10,400
6953,1,1,1,0,0,0,6,0,3,2,0,0,0,0,3,0,2,0,1,0,7,5,4,32,0,8,400
6954,1,1,1,0,0,0,6,3,3,2,0,0,0,0,3,0,3,0,1,0,3,4,8,73,0,3,400
6955,1,1,1,1,0,0,6,2,3,2,0,0,0,0,3,0,3,0,1,1,10,5,6,52,0,11,400
6956,1,1,1,0,0,0,6,0,3,2,0,0,0,0,3,0,2,0,1,1,2,4,5,39,0,5,400
6957,1,0,1,0,0,0,17,3,3,2,0,0,0,0,3,3,0,0,1,0,10,4,6,50,0,4,400
6958,1,1,2,1,0,1,2,0,3,2,0,0,0,1,3,3,3,0,1,2,10,6,7,63,0,12,400
6959,1,1,2,0,0,0,17,3,3,2,0,0,0,0,3,3,3,0,1,1,10,4,4,33,0,12,400
6960,1,1,1,0,2,2,2,3,3,2,0,0,5,0,3,3,3,0,1,0,1,3,5,42,0,12,400
6961,1,1,1,0,0,0,2,2,3,2,0,0,5,0,3,2,1,0,1,0,1,6,6,47,0,11,400
6962,1,1,1,0,0,0,13,0,3,2,0,0,0,0,3,3,0,0,1,0,1,5,4,33,0,13,400
6963,1,1,1,1,0,0,6,1,3,2,0,0,0,0,3,1,2,0,1,1,6,5,4,26,0,9,400
6964,1,0,1,0,0,1,13,0,3,2,0,0,4,0,3,3,1,0,1,2,6,5,4,28,0,10,400
6965,1,1,2,0,0,1,13,2,3,2,0,0,0,0,3,1,3,0,1,2,8,4,4,26,0,12,400
6966,1,1,1,0,0,0,13,2,3,2,0,0,0,0,3,3,3,0,1,1,8,6,6,46,0,14,400
6967,1,1,1,0,0,0,17,0,3,2,0,0,5,0,3,0,2,0,1,1,8,5,4,33,0,5,400
6968,1,1,1,0,0,0,5,2,3,2,0,0,1,0,3,3,3,0,1,0,7,5,4,34,0,12,400
6969,1,1,1,1,0,0,13,2,3,2,0,0,1,0,3,1,3,0,1,0,7,5,5,45,0,6,400
6970,1,1,1,0,0,0,13,1,3,2,0,0,4,0,3,3,2,2,1,0,3,4,4,27,0,3,400
6971,1,1,2,1,0,0,13,1,3,2,0,0,4,0,3,3,2,0,1,0,3,6,7,57,0,14,400
6972,1,1,1,1,0,0,6,1,3,2,0,0,1,0,2,1,3,1,1,1,5,6,6,52,0,12,400
6973,1,1,1,0,0,0,17,1,3,2,0,0,0,0,3,3,3,0,1,0,0,6,7,59,0,7,400
6974,1,0,1,1,0,0,5,2,3,2,0,0,3,0,3,1,2,0,1,1,7,6,6,48,0,10,400
6975,0,1,1,0,0,1,13,1,3,2,0,0,0,0,3,2,1,0,1,2,7,6,5,44,0,9,700
6976,1,1,1,0,0,0,9,3,3,2,0,0,1,0,3,1,0,0,1,1,3,6,8,68,0,5,400
6977,1,1,1,1,0,0,17,2,3,2,0,0,0,0,3,3,3,0,1,0,3,5,6,50,0,10,400
6978,1,0,1,0,0,0,6,0,3,2,0,0,0,0,3,0,3,0,1,1,3,4,4,35,0,4,400
6979,1,0,2,0,0,0,17,3,3,2,0,0,0,0,3,2,2,0,1,1,3,5,4,31,0,16,400
6980,1,0,1,1,0,1,13,0,3,2,0,0,0,0,3,1,0,0,1,2,3,3,4,27,0,9,400
6981,1,1,1,0,0,0,9,2,3,2,0,0,1,0,3,3,3,0,1,1,0,6,8,75,0,5,400
6982,1,1,1,1,0,0,2,0,3,2,0,0,1,0,3,1,0,0,1,1,7,5,5,42,0,7,400
6983,0,1,1,0,0,0,13,1,3,2,0,0,1,0,3,0,3,0,1,0,7,6,5,36,0,3,400
6984,1,1,1,1,0,1,5,2,3,2,0,0,1,0,3,1,2,0,1,2,7,6,6,54,0,2,400
6985,1,1,1,1,0,0,13,3,3,2,0,0,0,0,3,3,2,0,1,1,3,5,4,34,0,9,400
6986,1,0,1,0,0,0,17,1,3,2,0,0,4,0,3,1,2,0,1,0,3,3,5,39,0,16,400
6987,1,0,1,1,0,0,13,1,3,2,0,0,0,0,1,3,0,0,1,1,3,4,5,45,1,1,500
6988,0,1,1,0,0,0,0,0,3,2,0,0,5,0,3,3,2,0,1,0,4,4,4,35,0,8,400
6989,1,1,1,1,0,0,3,2,0,2,0,0,0,0,3,0,3,0,1,1,4,5,6,50,0,11,400
6990,1,1,1,0,0,0,16,3,3,2,0,0,0,0,3,3,1,0,1,0,10,6,7,60,1,10,400
6991,1,1,1,0,0,0,3,2,3,2,0,0,1,0,3,1,2,0,1,1,4,4,4,26,0,16,400
6992,1,1,1,0,2,2,2,0,3,2,0,0,5,0,3,3,2,0,1,0,4,6,7,65,0,4,400
6993,1,1,2,0,0,0,17,2,3,2,0,0,4,0,2,1,3,1,1,0,10,4,4,30,1,9,400
6994,1,1,2,0,0,0,6,0,3,2,0,0,4,0,3,3,3,0,1,0,4,3,4,28,0,13,400
6995,1,1,1,1,0,0,9,2,3,2,0,0,0,0,3,0,1,0,1,0,4,5,5,42,0,3,400
6996,1,1,1,1,0,0,17,0,3,2,0,0,0,0,3,1,3,0,1,1,4,5,5,41,0,7,400
6997,1,1,1,0,0,0,2,0,3,2,0,0,1,0,3,0,2,0,1,1,4,5,4,28,0,3,400
6998,1,1,2,0,0,1,6,0,3,2,0,0,1,0,3,3,3,0,1,2,1,5,5,41,0,15,400
6999,1,1,1,0,0,0,9,2,3,2,0,0,0,0,3,1,1,0,1,0,10,6,6,49,0,2,400
7000,0,1,1,1,0,0,13,1,3,2,0,0,0,0,3,3,3,0,1,1,1,4,4,32,0,10,400
7001,1,1,2,1,1,1,9,3,3,2,0,1,5,0,3,3,0,0,1,1,3,3,4,28,0,10,400
7002,1,1,2,0,0,1,16,3,3,2,0,0,2,0,3,1,3,0,1,2,3,4,4,34,0,16,400
7003,1,1,1,0,0,1,9,3,3,2,0,0,1,0,3,1,2,0,1,2,3,6,5,42,0,5,400
7004,1,1,1,0,0,1,17,3,3,2,0,0,1,0,3,2,3,0,1,2,3,6,5,42,0,4,400
7005,1,1,2,0,0,1,6,3,3,2,0,0,5,0,3,0,3,0,1,2,3,7,0,0,0,13,400
7006,1,1,2,1,1,1,6,2,3,2,0,0,5,0,3,3,3,0,1,1,4,4,4,28,0,9,400
7007,1,1,2,0,0,0,6,2,3,2,0,0,5,0,0,0,3,0,1,0,4,7,0,0,0,15,400
7008,1,0,1,1,1,1,6,1,3,2,0,0,5,0,3,3,3,0,1,1,4,4,4,31,0,4,400
7009,1,1,1,0,0,0,6,2,3,2,0,0,0,0,3,0,1,0,1,0,2,5,5,36,0,10,400
7010,1,1,1,0,0,0,17,0,3,2,0,0,4,0,3,1,3,0,1,0,2,5,4,34,0,7,400
7011,1,0,1,0,0,1,13,2,3,2,0,0,0,0,3,3,3,2,1,2,1,5,4,32,0,16,400
7012,1,1,1,0,0,0,2,3,3,2,0,0,0,0,3,3,2,0,1,0,5,5,4,30,0,11,400
7013,1,1,1,1,0,0,17,0,3,2,0,0,0,0,3,1,3,0,1,0,4,6,7,57,0,1,400
7014,1,0,1,0,0,0,17,3,3,2,0,0,4,0,2,3,3,1,1,0,4,6,6,52,0,3,400
7015,1,1,1,0,0,0,3,2,3,2,0,0,1,0,3,1,3,0,1,1,2,5,4,30,0,3,400
7016,1,1,1,1,0,0,6,3,3,2,0,0,0,0,3,1,2,0,1,0,2,5,5,38,0,14,400
7017,1,1,2,0,0,1,9,3,3,2,0,0,1,0,3,1,3,0,1,2,2,6,5,44,0,8,400
7018,1,1,2,0,0,0,17,0,3,2,0,0,0,0,3,3,2,0,1,0,10,1,2,19,1,5,400
7019,1,1,2,1,0,1,9,1,3,2,0,0,0,0,3,1,0,0,1,2,10,4,4,28,0,6,400
7020,1,1,1,0,0,0,13,0,3,2,0,0,0,0,3,0,3,0,1,0,2,6,7,59,0,11,400
7021,1,1,1,0,0,1,13,3,3,2,0,0,0,0,3,1,3,0,1,2,2,6,7,56,0,6,400
7022,1,1,1,1,1,1,9,0,3,2,0,0,5,0,3,1,3,0,1,1,10,5,5,41,0,7,400
7023,1,1,1,1,0,1,13,1,3,2,0,0,5,0,3,0,2,0,1,2,2,5,5,41,0,8,400
7024,1,1,1,0,0,0,15,1,3,2,0,0,1,0,3,0,3,0,1,0,2,3,4,31,0,10,400
7025,1,1,1,0,0,1,6,3,3,2,0,0,0,0,3,1,3,0,1,2,2,4,4,29,0,6,400
7026,1,1,1,0,0,0,17,2,3,2,0,0,5,0,3,1,3,0,1,0,2,6,7,58,0,16,400
7027,1,1,1,0,0,0,12,2,3,2,0,0,1,0,3,2,3,0,1,1,4,5,4,33,0,16,400
7028,1,0,1,0,0,0,13,1,3,2,0,0,0,0,3,3,3,0,1,1,2,5,4,32,0,5,400
7029,1,1,2,0,0,1,6,3,3,2,0,0,1,0,3,1,3,0,1,2,4,4,4,27,0,10,400
7030,1,1,2,0,0,0,6,0,3,2,0,0,0,0,3,1,0,0,1,1,4,4,3,24,0,6,400
7031,1,1,1,0,0,1,13,1,3,2,0,0,0,0,3,2,0,0,1,2,4,5,4,32,0,15,400
7032,0,1,1,0,0,1,13,3,3,2,0,0,5,0,3,2,2,0,1,2,4,5,6,50,0,15,400
7033,0,0,2,0,0,0,13,2,3,2,0,0,0,0,3,3,1,0,1,0,4,3,4,30,0,1,400
7034,1,1,1,1,1,1,6,0,3,2,0,0,5,0,3,3,3,0,1,1,4,6,6,46,0,13,400
7035,1,1,2,0,0,0,6,0,3,2,0,0,5,0,2,0,3,1,1,0,4,7,0,0,0,14,400
7036,1,1,1,0,0,0,5,2,3,2,0,0,1,0,3,2,1,0,1,0,4,4,6,51,0,15,400
7037,1,1,1,1,0,1,6,1,3,2,0,0,5,0,3,2,3,0,1,2,4,5,4,31,0,6,700
7038,1,1,2,0,0,1,6,1,3,2,0,0,0,0,1,1,3,0,1,2,4,4,7,61,0,10,500
7039,1,1,2,0,0,0,16,0,3,2,0,0,0,0,3,3,3,0,1,0,4,4,3,24,0,4,400
7040,1,1,1,1,0,0,17,2,3,2,0,0,0,0,3,1,1,0,1,1,4,6,6,47,0,2,400
7041,1,1,1,0,0,0,6,3,3,2,0,0,0,0,3,3,3,0,1,0,4,5,4,34,0,4,400
7042,1,1,1,1,0,0,6,0,3,2,0,0,1,0,3,0,1,0,1,1,4,5,5,39,0,10,400
7043,1,1,1,0,0,0,10,2,3,2,0,0,5,0,3,3,3,0,1,0,10,5,7,56,1,14,400
7044,1,1,1,1,0,0,6,2,3,2,0,0,5,0,3,3,3,0,1,0,4,5,6,54,0,8,400
7045,1,1,1,1,0,0,9,2,3,2,0,0,0,0,3,0,3,0,1,0,4,6,5,40,0,13,400
7046,1,1,1,0,0,1,17,0,3,2,0,0,0,0,3,2,3,0,1,2,4,6,5,36,0,14,400
7047,1,1,1,1,0,0,13,0,3,2,0,0,1,0,3,3,3,0,1,0,10,4,4,28,0,11,400
7048,1,1,1,0,0,1,6,2,0,2,0,0,1,0,3,1,3,0,1,2,3,6,6,46,0,16,400
7049,1,1,1,0,0,0,9,2,3,2,0,0,0,0,3,0,0,0,1,1,10,5,5,39,1,9,400
7050,0,1,2,0,0,0,2,2,3,2,0,0,0,0,3,1,3,0,1,1,7,4,4,31,0,4,400
7051,1,1,2,0,0,0,13,3,3,2,0,0,0,0,3,3,0,0,1,0,10,0,2,18,1,13,400
7052,1,1,2,0,0,0,2,1,3,2,0,0,5,0,3,3,3,2,1,0,10,6,6,49,1,3,400
7053,1,1,1,1,1,1,6,1,3,2,0,0,5,0,3,3,0,0,1,1,4,6,8,74,0,3,400
7054,1,1,2,0,0,1,13,1,3,2,0,0,0,0,3,3,2,0,1,2,4,4,4,29,0,7,400
7055,1,0,1,0,0,0,9,1,3,2,0,0,0,0,3,0,3,0,1,1,4,5,4,35,0,2,400
7056,1,1,1,1,0,1,13,2,3,2,0,0,1,0,2,3,3,1,1,2,4,6,7,64,0,11,400
7057,1,1,1,0,0,0,5,2,3,2,0,0,2,0,3,2,1,0,1,1,4,5,4,27,0,5,400
7058,1,1,1,0,0,0,17,1,3,2,0,0,5,0,3,3,2,0,1,0,4,6,6,54,0,10,400
7059,1,0,1,1,0,0,6,0,3,2,0,0,1,0,3,3,3,0,1,1,4,5,5,41,0,6,400
7060,0,1,1,0,0,0,9,2,3,2,0,0,0,0,3,3,2,0,1,1,4,5,5,37,0,2,400
7061,1,1,1,0,0,1,6,2,3,2,0,0,0,0,3,2,3,0,1,2,4,5,5,45,0,7,400
7062,1,1,1,0,0,0,13,0,3,2,0,0,2,0,3,3,1,0,1,0,4,4,5,38,0,11,400
7063,1,1,1,0,0,1,2,2,3,2,0,0,2,0,3,1,2,0,1,2,4,5,5,41,0,15,400
7064,1,1,1,0,0,1,17,2,3,2,0,0,0,0,3,3,3,0,1,2,10,6,6,51,1,7,400
7065,1,1,1,0,0,0,16,3,3,2,0,0,0,0,3,0,3,0,1,0,3,6,5,42,0,12,400
7066,1,1,1,0,0,0,9,3,3,2,0,0,0,0,3,0,0,0,1,1,3,6,7,57,0,9,400
7067,1,0,1,1,0,0,6,3,3,2,0,0,1,0,3,3,2,0,1,1,3,3,3,22,0,1,400
7068,1,1,1,0,0,1,6,3,3,2,0,0,1,0,3,1,3,0,1,2,3,5,6,49,0,15,700
7069,1,1,1,0,0,0,17,1,3,2,0,0,4,0,3,0,3,0,1,1,3,6,8,77,0,6,400
7070,1,0,1,0,0,0,17,0,3,2,1,0,0,0,3,3,0,0,1,0,10,5,4,34,0,2,400
7071,1,1,1,0,0,0,13,3,3,2,0,0,4,0,3,3,3,0,1,1,6,5,5,38,0,7,400
7072,1,1,1,1,0,0,2,3,3,2,0,0,0,0,3,1,3,0,1,0,10,6,5,41,0,4,400
7073,1,1,2,0,0,0,2,2,3,2,0,0,1,0,3,3,2,0,1,1,3,5,5,44,0,14,400
7074,1,0,2,0,0,0,17,3,3,2,0,0,0,0,3,3,0,0,1,0,3,3,4,28,0,7,400
7075,1,1,2,0,0,0,13,3,3,2,0,0,0,0,3,2,0,0,1,1,10,4,4,27,1,7,400
7076,1,1,1,1,0,0,17,1,3,2,0,0,4,0,3,0,3,0,1,0,10,5,7,63,0,11,400
7077,0,1,1,1,0,0,17,1,3,2,0,0,0,0,2,1,2,1,1,0,3,5,4,28,0,10,400
7078,1,1,2,1,0,0,6,2,3,2,0,0,1,0,3,1,2,0,1,1,3,4,4,34,0,2,400
7079,1,1,2,0,0,1,17,1,3,2,0,0,0,0,3,1,3,0,1,2,3,3,3,24,0,10,400
7080,1,1,1,0,0,0,13,2,3,2,0,0,4,0,3,0,2,0,1,0,3,5,5,45,0,2,400
7081,1,0,1,0,0,1,2,2,3,2,0,0,5,0,3,2,3,0,1,2,3,6,5,37,0,5,400
7082,1,1,1,0,0,1,17,1,3,2,0,0,0,0,3,3,3,0,1,2,3,5,5,38,0,15,400
7083,1,1,1,0,0,1,2,0,3,2,0,0,1,0,3,2,2,0,1,2,3,6,6,55,0,2,400
7084,1,1,1,1,0,1,17,2,3,2,0,0,0,0,3,1,3,0,1,2,3,3,4,26,0,13,400
7085,1,1,1,1,1,1,6,1,3,2,0,0,5,0,3,1,3,0,1,1,3,6,6,50,0,14,400
7086,1,1,1,0,0,1,0,1,3,2,0,0,0,0,3,2,0,0,1,2,3,5,4,28,0,3,400
7087,1,1,1,0,0,1,1,0,3,2,0,0,1,0,3,1,2,0,1,2,3,6,5,42,0,16,400
7088,1,1,1,0,0,0,0,3,3,2,0,0,1,0,3,2,3,0,1,0,3,5,5,41,0,3,400
7089,1,1,1,1,0,0,2,2,3,2,1,0,0,0,3,1,3,0,1,0,3,6,6,54,0,9,500
7090,1,1,1,1,1,1,6,1,3,2,0,0,5,0,3,1,2,0,1,1,10,4,5,40,0,14,400
7091,1,1,1,0,0,0,17,1,3,2,0,0,1,0,3,1,2,0,1,1,3,6,5,36,0,7,400
7092,0,1,2,1,0,0,17,3,3,2,1,0,0,0,3,3,0,0,1,0,4,4,4,35,0,12,400
7093,1,1,1,0,0,1,6,0,3,2,0,0,5,0,3,2,3,2,1,2,4,7,6,54,0,11,400
7094,1,1,1,1,0,0,3,1,3,2,0,0,1,0,3,0,3,0,1,1,4,5,5,41,0,11,400
7095,0,1,1,0,0,0,17,2,3,2,0,0,5,0,3,0,2,0,1,0,4,4,4,27,0,14,400
7096,1,1,2,0,0,0,17,3,3,2,0,0,0,0,3,1,2,0,1,1,4,4,5,44,0,14,400
7097,1,1,1,1,0,0,17,0,3,2,0,0,1,0,3,3,2,0,1,1,1,5,4,26,0,3,400
7098,1,0,2,0,0,1,6,0,3,2,0,0,0,0,0,0,2,1,1,2,7,4,5,43,0,13,400
7099,1,1,1,0,0,1,18,2,3,2,0,0,5,0,3,2,0,0,1,2,7,4,4,29,0,4,400
7100,1,0,1,0,0,1,9,0,3,2,0,0,0,0,3,2,2,3,1,2,3,3,4,31,0,12,400
7101,1,1,1,0,0,0,2,1,3,2,0,0,0,0,3,0,2,0,1,0,3,6,5,44,0,15,400
7102,1,1,1,0,0,0,6,2,3,2,0,0,0,0,3,1,3,0,1,1,3,5,6,50,0,15,400
7103,1,0,2,0,0,0,13,2,3,2,0,0,0,0,3,1,2,0,1,1,3,5,5,41,0,1,400
7104,1,0,1,1,0,0,17,0,3,2,0,0,4,0,3,3,3,0,1,0,3,4,4,27,0,3,400
7105,1,1,1,0,0,1,2,2,3,2,0,0,5,0,3,2,2,0,1,2,3,5,8,67,0,14,400
7106,1,1,1,0,0,0,13,2,3,2,0,0,0,0,3,1,2,0,1,0,10,6,7,58,1,12,400
7107,1,1,1,1,0,0,0,1,3,2,0,0,0,0,3,3,3,0,1,1,4,5,5,39,0,5,400
7108,1,1,1,0,0,1,9,1,3,2,0,0,0,0,3,0,1,0,1,2,3,4,4,29,0,11,400
7109,1,1,1,0,0,0,13,3,3,2,0,0,0,0,3,1,0,0,1,1,4,6,8,69,0,2,400
7110,0,0,1,1,0,0,13,3,3,2,0,0,0,0,3,3,3,0,1,0,4,5,6,52,0,9,400
7111,1,1,1,1,0,1,13,3,3,2,0,0,0,0,3,1,2,0,1,2,4,6,6,52,0,8,400
7112,1,1,1,0,0,1,13,0,3,2,0,0,1,0,3,1,2,0,1,2,4,5,4,28,0,4,400
7113,1,1,1,1,0,0,9,2,3,2,0,0,2,0,3,3,3,0,1,0,4,6,6,55,0,11,400
7114,1,1,1,1,0,1,17,2,3,2,0,0,1,0,3,0,1,0,1,2,4,3,4,33,0,5,400
7115,1,1,1,0,0,1,9,2,3,2,0,0,0,0,3,0,3,0,1,2,10,6,5,41,0,8,400
7116,1,0,1,1,0,0,17,0,3,2,0,0,4,0,3,3,3,0,1,0,4,4,4,29,0,9,400
7117,1,0,2,1,0,0,9,0,3,2,0,0,0,0,3,3,3,0,1,0,4,4,4,35,0,15,400
7118,1,0,2,1,0,1,17,3,3,2,0,0,1,0,3,0,3,0,1,2,4,3,4,34,0,3,400
7119,1,1,2,0,0,1,13,2,3,2,0,0,1,1,3,1,3,0,1,2,10,4,4,35,0,16,400
7120,1,1,1,0,0,1,9,0,3,2,0,0,0,0,3,1,1,0,1,2,4,5,5,40,0,7,400
7121,1,1,1,0,0,0,5,0,3,2,0,0,4,0,3,3,2,0,1,0,4,6,6,46,0,1,400
7122,1,1,2,0,0,0,6,0,2,2,0,0,0,0,3,0,3,0,1,1,2,2,3,22,0,5,400
7123,0,1,1,0,0,0,13,2,3,2,0,0,1,0,3,3,0,0,1,0,2,6,7,61,0,1,400
7124,1,1,2,0,0,0,13,2,3,2,0,0,0,0,3,1,2,0,1,1,2,3,4,31,0,10,400
7125,1,1,1,0,0,0,0,2,3,2,0,0,5,0,3,2,2,0,1,0,7,6,5,36,0,1,400
7126,1,0,2,0,0,1,9,3,3,2,0,0,0,0,3,1,0,0,1,2,7,4,5,38,0,4,400
7127,1,1,2,0,0,1,13,2,3,2,0,0,0,0,3,2,2,0,1,2,0,6,5,37,0,7,400
7128,1,1,2,0,0,1,13,2,3,2,0,0,1,0,3,1,2,0,1,2,7,5,4,26,0,9,400
7129,1,0,1,0,0,1,17,2,3,2,0,0,0,0,3,0,3,0,1,2,9,6,8,75,0,8,400
7130,1,1,1,0,0,1,13,3,3,2,0,0,5,0,3,2,3,0,1,2,7,6,7,63,0,2,700
7131,1,1,1,1,0,0,13,0,3,2,0,0,0,0,3,0,1,0,1,0,7,5,5,42,0,11,400
7132,1,1,1,1,0,0,6,0,3,2,0,0,0,0,3,0,3,0,1,1,7,5,5,40,0,6,400
7133,1,0,1,0,0,1,9,1,3,2,0,0,0,0,3,0,1,0,1,2,7,4,4,32,0,4,400
7134,0,1,1,0,0,0,15,1,3,2,0,0,1,0,3,0,1,2,1,1,10,5,4,34,1,12,400
7135,1,1,1,1,0,0,17,3,3,2,0,0,0,0,3,3,3,0,1,1,7,6,5,44,0,2,400
7136,1,0,1,0,0,1,6,2,3,2,0,0,1,0,3,0,3,0,1,2,8,5,5,37,0,2,400
7137,1,1,1,0,0,0,6,0,3,2,0,0,0,0,3,1,2,0,1,1,6,4,4,32,0,11,400
7138,1,0,1,0,0,0,13,2,3,2,0,0,1,0,3,1,1,0,1,1,6,4,5,36,0,8,400
7139,1,0,2,1,0,0,9,1,3,2,0,0,0,0,3,2,0,0,1,1,10,5,5,37,0,6,400
7140,0,1,1,0,0,0,5,0,3,2,0,0,1,0,1,1,3,1,1,1,9,5,5,40,0,7,500
7141,1,0,2,0,0,1,3,3,3,2,0,0,0,0,3,2,3,0,1,2,10,3,4,32,0,15,400
7142,1,1,2,1,0,0,13,3,3,2,0,0,0,0,3,3,1,0,1,1,10,3,4,31,0,1,400
7143,1,1,1,0,0,1,13,3,3,2,0,0,5,0,3,1,2,0,1,2,0,6,5,40,0,16,400
7144,1,0,2,0,0,1,13,2,3,2,0,0,0,0,3,1,3,0,1,2,0,4,4,26,0,7,400
7145,1,1,1,0,0,0,5,0,3,2,1,0,1,0,3,2,3,0,1,1,6,5,5,41,0,16,400
7146,0,1,0,0,0,1,13,1,3,2,0,0,1,0,3,0,2,0,1,2,0,4,7,60,0,11,400
7147,1,0,1,0,0,0,17,3,3,2,0,0,4,0,3,3,2,0,1,0,5,5,4,31,0,14,400
7148,1,1,1,0,0,0,9,0,3,2,0,0,0,0,3,3,0,0,1,1,5,6,7,58,0,7,400
